Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
199820,B0043OYYHY,A1LUKOFQPXBC4U,"B. Jacobs ""william tell""",0,0,5,1344729600,Great for Hairball Control,"I have a 15 year old gray short hair kitty who is prone vomiting hairballs. Anyone who has been awakened at night with the sound of a cat throwing up a hairball or has found one staining their nice wood floor in the morning knows how annoying this can be. Not to mention how stressful for the poor cat. The Meow Mix hairball formula seems to help a whole lot with her problem. I've tried giving her a wide variety of other dry food, some supposedly very healthy and expensive, but I always go back to this product because it works. I vary her diet with wet food twice a day and let her nibble on the dry food when she wants. She looks terrific. My other cat is 13 and eats the same diet, she is also very healthy."
530000,B002DHSEFQ,ALSAOZ1V546VT,"A Research It Maven ""Just the facts please""",2,2,5,1260921600,a COMPLETE PROTEIN cereal with NO SOY. (Kashi ALL have SOY.),"Kashi 7 Whole Grain Flakes is the BEST flaked cereal out there, and its 100% nutritious whole grains! This cereal will make you feel fed and balanced for hours! When I eat it, I feel steady, calm, and in control, and I notice the same in our kids. This cereal is a balanced protein, so it keeps your blood sugar level for HOURS. We eat it for breakfast, but also for snacks, and it ALWAYS provides excellent appetite control. Also, when our kids ask for ""cornflakes"" this is what they mean. I add a little Splenda and they clean the bowl every time. A wonderful, affordable deal on Subscribe & Save, too! <a href=""http://www.amazon.com/gp/product/B002DHSEFQ"">Kashi 7 Whole Grain Flakes, 14.4-Ounce Packages (Pack of 4)</a>."
124308,B005ZBZM52,A2JX3Q9S9R45AG,"R. Maxson ""amistad""",6,6,5,1327449600,Pleasantly surprised,"I have to admit up front that I selected this product for trial on price alone.  I hadn't read the previous reviews very carefully and was surprised when I opened the box and found a bunch of very un-K-cup looking K-cups.  The second thing that hit me was the great coffee aroma, something missing from K-cups in general.  What the hell!  Skepticism aside, into the brewer went the first one.  Cut to the chase - great cup of coffee!  I expected a dripping mess when I removed the K-cup.  Not so.  It leaves a perfect little disposable piece.  No mess.<br /><br />In addition to the Rainforest blend I also have now tried the French Roast Decaf.  Also a treat."
292664,B000WFKGR0,A35TIC6B8MVKWG,Shopper,1,1,5,1329091200,Excellent dog food.,One of my dogs is an extremely picky eater so when I find a food he will eat without a problem I can safely recommend it to everyone.
423076,B003OP8M3A,A11OTLEDSW8ZXD,CGScammell,2,3,4,1290038400,Cinnamony,"Opening this coffee bag didn't fill my kitchen with a strong vanilla-cinnamon aroma.  Nor did the bag emit much of a strong scent.  But once I tasted this medium roast I could tste the cinnamon.  It wasn't an overbearing taste, either, but just strong enough to be aware of the spice.  I couldn't even taste much vanilla.  So, for those of you who prefer vanilla over cinnamon, there may be other brands or flavors better for you.  For those of you who like a nicely-spiced coffee, though, this is a great blend.<br /><br />Just like the bag states, this is low acid coffee. The grounds are medium brown. I used this coffee in my cappuccino maker and created a mild espresso drink, with a bit of crema, flavored with cinnamon.  It wasn't too strong and definitely not bitter.  I like the subtle flavors of this blend very much.<br /><br />I've had other Bean Coffee flavors and like them all for their consistent roasts and flavors.  This seasonal drink is another such blend to add to Bean Coffee's quality roasts.  It's an ideal coffee for a cold winter afternoon, when one wants to sit back and savor a coffee for its flavor, rather than for its jolt."
557205,B0029I6PJ6,AWIBPIXDCV4E6,$4$ &#34;Rick&#34;,0,0,5,1322265600,The current store bought Dr Pepper cannot compare!!!,"For those not within driving distance to Dublin, Tx, you just need to cough up the higher cost plus shipping. In Dublin you can buy them for about $1 each. I grew up drinking the original Dr Pepper 45 years ago in the 10oz bottles.  In the mid 70's, my family's construction business built a new bottling plant in Irving, Tx. They still used the original receipe.  We have some cool commemoritive bottles.  When the US went nuts and started using high fructose syrup, all soft drinks became garbage.  I all but stopped drinking soft drinks. Then I rediscovered my coveted (Dublin) Dr Pepper at a local (Dallas) market. That was a one time only deal.  Now I have to drive to Dublin. Many stores now carry the new ""pure cane sugar"" from Dr Pepper but it is NOT the original recipe developed in Waco, Tx and is ONLY available now in Dublin, Texas. The difference in taste is stark even though both are using imperial pure cane sugar. The 8oz bottles are 100 calories and are the perfect size. I have no financial interest in Dublin Dr Pepper, they are simply the best Dr Pepper you will ever taste. Cheers!!"
120145,B001ELJK3M,AC52IQDMU2M75,Mark D,0,0,5,1311811200,Nice.,"This was my first attempt at wine-making but had previous experience with home-brewing.  I found the instructions to be easy to follow.  Like other reviewers, I made the wine to an SG rather than to 6 gallons, which came up to about 5.5 gallons.  Like one of the other reviews I read, I found that the wine did have a slight bitter taste when we tried our initial bottle, but once we gave it a few more weeks to mature, it sweetened slightly and the after-taste disappeared.  We have shared this with several of our friends and have had very favorable comments.  I'm very happy with kit and am looking into other varieties from Vino Itialiano."
25863,B000LZK630,A3REGDQKR437IV,Nat,3,3,5,1339977600,Turkish coffee spice,Great combo of spices that just elevate Turkish coffee.  If you don't have time to grind your own spices than this blend from Zamouri is for you.
221780,B0050JSRU6,A1J30SWWE5WB2E,Redhead,0,0,5,1345507200,Redhead,"this was a great choice, very tasty and not too sweet. Try it you will like it. It's a great value also. So glad I chose this brand, it is not so sweet. Love it, try it"
130244,B001EO5UTM,A15MRXRSRZMRKN,Pierre Gourmet,4,6,3,1330819200,"Bad dispenser tin design, oil is fine","The olive oil is fine, but when you open the tin for the first time olive oil gets all over your fingers and runs down the sides of the tin. It's so full that squeezing the can a tiny bit sends up a fountain of olive oil. One must wipe the side of the tin clean after each use since oil invariably drips down the side. So good oil, bad tin design."
285732,B005OCWYY4,ASDHJXRQBTHSG,"Jess AT ""Jess""",1,1,5,1325030400,Love it,"I love the taste of it. It's a spanish christmas candy (just like peanut brittle in the US) made with almonds. For those who may have issue chewing, if is to hard for you, get a right portion bite size and leave it in the mouth to soften & more flavor. I have had this since I was a child and now that im in the US is dificult to find this but now that I can get it here, I'm able to share my traditions with friends. As well this brand has a better taste than others I have tried. I recommend it to anyone."
246798,B00185RS9M,A18JUZ4SC1T95B,Jennifer M. Spence,0,0,5,1319500800,HK,My dogs love this food. We camp a lot and it is so easy for travel. I love that it can be a stand alone food or mixed with raw.
475636,B000KRD3TS,A3EBHHCZO6V2A4,"Amaranth ""music fan""",0,0,5,1276214400,Arabic Groove,"Cafe Najjar is punchy Middle Eastern coffee. The coffee itself is from Brazil, but the final grind (and the addition of strong cardamom) is in Lebanon. Be sure to blend it with sugar. It's VERY spicy. Feel free to add chocolate--it's THAT strong. It'll keep you buzzed for the rest of the day. It's high octane stuff.<br /><br />While drinking this strong brew down, listen to passionate music like:<br /><a href=""http://www.amazon.com/gp/product/B00005J6WU"">Arabic Groove</a><br /><a href=""http://www.amazon.com/gp/product/B001BTWF0W"">Putumayo Presents: Acoustic Arabia</a><br /><a href=""http://www.amazon.com/gp/product/B000E6ESP8"">Putumayo Presents: Turkish Groove</a><br /><a href=""http://www.amazon.com/gp/product/B000S0KYGM"">Putumayo Presents: Israel</a><br /><br />Cafe Najjar makes a brutally strong brew. Cafe Najjar IS NOT FOR THE WEAK!"
212396,B000CO7IC2,A340CY0O0RSDAS,Sharon,5,6,1,1310342400,Huge Disappointment,"If your desire is to relive childhood memories through your taste buds, this underwhelming substitute will make you feel like crying.<br /><br />Candy cigarettes I bought in the mid to late 1960s had a wonderfully subtle (still can't name it) flavor that was so enjoyable I'd suck on one end of a candy cigarette to try to make it last as long as I could, and would innevitably be unable to resist biting into it. The old/original candy cigarettes crunched when you bit into one, and only with biting it did you discover the mild grit and the slightly chalky taste.<br /><br />The only similarities between the candy cigarettes of the 1960s and the product being sold here is the shape of the candy, and maybe the packaging. There's no flavor in this product (and I really do mean no flavor) and the texture is all wrong. Biting into one = no crunch, no grit, no chalky flavor. It just melts into a glob in your molars that feels (but doesn't taste like) confectioners sugar."
93812,B001EO6CLW,A2ZA652FY9H187,D. Mortenson,1,2,5,1318377600,The BEST chewable texture and mildly seasoned.,"The BEST chewable texture and mildly seasoned. Different than Jack's, Bill's and Pete's jerky. I had one bag once that seemed to be tougher but otherwise quality control is very consistant."
453228,B0029XLH4Y,A2KVDT6LW48UPD,johncusa,0,0,5,1320364800,"Jet Fuel will help you ""lift off"" in the morning",I've tried them all...this is a very good coffee...Jet Fuel is quite appropriate a name...it is bold and packed with what I want in a cup of Joe...you will like it.
308347,B0001FQUJO,A9WLH70P1RNS2,Wesley Golangco,1,1,5,1300233600,The best espresso i've ever had,"I've tried many types, but out of all of them, this one is the best. rich and robust flavor, and the grind is much finer than other brands i've had. I highly, highly recommend this!"
78873,B000HK9IKG,A35OPB8RWD2AC5,Chocoholic,14,14,5,1231200000,Love Chocolate Stevia!,"The bottle use to say 'Dark Chocolate'... so I don't know if this is the same.<br />I don't like stevia usually, but when you add the cacao... it is sooooo yummy.<br />I can get kids who (seriously) won't drink water at all, to drink it all day long when I add a few drops of this.<br />Or totally get rid of 'chocolate milk'... just add a few drops of this stuff and whalaa.<br />I put it in my health-smoothies to make them taste delicious.<br />I carry a bottle in my purse everywhere.<br />Trying to cut down on sweets, but want to totally quench your sweet-tooth?  Just put this in your water and you'll be satiated."
129067,B002AUF0UI,AYV5TQSAH8JZ0,"Brenda L. Teshka ""Brenda Teshka""",0,0,5,1252886400,Very Good,"We were pleased with the taste and texture of the product.  If you remember what Quaker Instant Oatmeal tastes like, this is a little better!"
56979,B0007W4VXI,A2V9D9VYJ12SYA,"T. Robinson ""Teaching Mama""",0,0,5,1185667200,A Fantastic Way to Make Cappuccino,"This is such an easy, much less messy way to use your expresso/cappuccino machine!  it's so easy and it comes out perfectly each time!  I will just continue to get this pack, because every single one is a treat!"
448222,B000121C5O,A2KQRUKXGEIPJ8,Spencer Little,0,0,5,1345161600,The best Tahitian beans on the market,I am a graduate student at UC Davis working on the vanilla genome and this product is the BEST Tahitian vanilla beans you can find on the market bar none. They are worth every penny for a superior quality of cured Tahitian vanilla bean.
446153,B0061UQ4ZI,ATGY3VWXRE1IE,Coffeeliker,0,0,5,1344297600,Starbucks at home,"Pikes Place is one of my favorite choices at Star Bucks stores and the little cup for the Keruig is just as good; morning, noon or night."
484352,B00020HHGS,A22CJHEXKM5Z8F,Alley,0,1,1,1306972800,This stuff Smells so baaaad,This tea smells so bad I cant get the smell outta my house.  I know Valerian root doesn't smell like roses but this smell is putrid.  The affects work ok but not the best
497674,B000HDK0D2,A640ZYS05E15J,J. Rogers,1,1,5,1279756800,My Kids Love These!,My kids and their friends can't get enough of these wonderful lollipops! They are a sweet treat that I feel good about since they don't have any artificial flavors or colors. Each lollipop has so much flavor - you won't be able to enjoy regular candy again!
290874,B005HG9ESG,A1A1BM6N28X9J0,Debbie Olson,0,0,3,1345680000,Essentia 9.5 pH Drinking Water,"Not sure what to say, it's water....It didn't taste any different than my tap water after it goes through my Brita filter. If it has any health additives it won't be noticed for some time and won't be sure it's from drinking this water. It did taste fresh and had no chemical taste of any kind."
70784,B000E4ALGU,A35CY9IQ56K5D1,K. Clark,1,1,5,1201046400,A favorite even before we went gluten free,"My kids LOVE these bars, they have been a favorite for about a year.  We just found out our son is gluten intolerant, this is one of the few foods from 'before' he gets to keep eating.  Great for on the go or school lunches, they help him not feel so left out as all the other kids gobble down their gluten-containing granola bars."
223878,B001D0KG3W,A1UZ7A9V7FWIEI,"M. L. Meyers ""biskit732003""",0,0,5,1271376000,One of the best single cup servings available,"If you like a bold yet smooth coffee, this is the one for you.  I didn't expect much from a single serve product because I had another product with similar features.  I was pleasantly surprised by the full flavor and rich tones of this coffee.  They finally made it easy to get real coffee instantly."
415002,B005H5K2H4,A1FHB1MVAFIX5X,Kelli D,1,1,5,1343174400,milk supply definitely up,"i am actually astounded that these cookies have worked so well for me.  my second week after returning to work, i saw a markedly diminished milk supply, and kind of freaked out...i was producing about half the milk my daughter was consuming (and was only about two weeks ahead in the freezer). a friend suggested these cookies and i hesitantly made the purchase (i mean, really? cookies could get me back on track?). two days later, the cookies made it into my mailbox, and two days after that, i was right back to my pre-work production levels.  that they are also delicious more than makes up for the hefty price tag."
8429,B003VXFK44,A3TX6CWSZL02PW,"LaVerne "":LaVerne""",0,0,5,1329004800,Nice flavorful and full-bodied.,A very nice flavor with no after-taste. It gives off a nice fragrance while brewing and has a very satisfying taste. You have to have another cup!
110003,B007PA30ZU,A2CX4X0IIKGSNJ,"Too Tall ""Tax & Car Guy""",0,0,4,1198454400,NIce dark flavor for the K-Cups,"This is a nice dark flavor coffee from the K-Cup. It is the second best we have found, but only by a slight margin."
464852,B001E5DY4O,A2L0026M8LJBG3,Laiboni,0,0,5,1295568000,Great coffee blend -- When will this be orderable ?,"I love this blend of Caffe Appassionato coffee, because of its low acid content and great flavor.  When will Amazon add the ""Appassionato Blend"" to the coffee subscription choices?"
156152,B006N3I56E,A2SZLNSI5KOQJT,"Carrie, ""Formerly &#34;Sister Carrie&#34;""",1,1,2,1314403200,VERY LIGHT!  There is no Medium about this blend.  Watery & Not Much Flavor.,"Pros:<br />Smooth blend/Taste (what there is of it)<br />Nice Brewing Aroma<br />Not Bitter<br />Not Acidic<br /><br />Cons:<br />Watery<br />Not Much Flavor<br /><br />I brew my coffee in a 10oz cup.  This blend is disappointing in that it is simply TOO LIGHT.  For a coffee that advertises itself as a mild blend, they really mean that it is solidly on the Light end of the scale."
141985,B003GTR8IO,AJQDIT55SZ3ZX,kindred spirit,0,0,4,1290470400,MY FIRST TASTE OF STARBUCKS COFFEE :),My town doesn't have a Starbucks so this was my first taste. I must say it has the best brewing aroma of any coffee I have tried so far. The taste was mellow and pleasant. The vanilla is not to strong like some can be. I was very happy that they use fair trade so that the coffee growers get a fair price and the the farming methods are earth friendly.<br /><br />Another perk is when the bag is empty you can take it to a Starbucks and get a free 12 oz brewed coffee. It has to be redeemed within 30 days of the best buy date on the package.<br /><br />It's good coffee. Not a lot of fluff to say about coffee. Give it a try!
295082,B0049Z1N4E,AY3NW7PW99W8Z,R. Hammer,0,0,5,1340668800,Napa Valley Mustard,"I originally got a small jar of this in a package of snacks (which also included summer sausage, cheese and crackers) I received from my daughter's mother-in-law for Christmas. While the mustard was supposed to be a side item, it was the best part of the package. This is unquestionably the best mustard I have ever tasted. I use it every time I make a sandwich, and will use it the next time I make deviled eggs."
241182,B0041GEO8S,A2M6DTVVDY7PFP,H. N. Fung,0,1,2,1320537600,Tastes like burned sweet potato,"My 7 month old usually enjoys sweet potato, but would not take more than a couple of bites of this version.  When I tasted it myself, I understood why.  I also did not like the fact that this NurturMe has maltodextrin and corn starch.  My son enjoys the apple NurturMe (which contains only apples).  These are very convenient and a great idea."
348998,B000FMZO90,A1ITGNWS6ENYLM,S. Wong,1,1,5,1177027200,Yummy!!!!!,This tastes really good! The texture is unique (light airy but crunchy at the same time). It has 5g of protein per serving and 2g of fiber!  Great healthy snack
129710,B001EPQPO0,A2901V476ZPY5U,Cahit C. Tanyol,6,6,1,1314144000,Pine mouth for the last two days!,I'll just say these taste fine if you can stand pine mouth for weeks to come... Now I am stuck with 5 more packs of these... I should get a bird.
82222,B0047INAUS,A3BM8A3K54EW8K,Jo-Jo,0,0,5,1347148800,dog loves them,My dog loves the taste of these...they're a nice change from rawhides..I feel like I can give him treats more often
462013,B0064KM3WI,AJ8VRSZLZMR1S,"A. Nichols ""POOKIE""",0,0,3,1335398400,NOT MEGA,"THESES SO CALLED MEGA SIZE SMARTIES ARE THE SAME AS THE GIANT SIZE AND THE GIANT SIZE SELLS FOR LESS. I HAVE HAD SMARTIES WAY LARGER THAN THIS. DISAPPOINTED, DON'T BE FOOLED BUT THEY DO TASTE GREAT. THE MEGA IS IN THE LENGTH OF THE ROLL NOT THE SIZE OF THE CANDY, THE CANDY IS LARGE"
525435,B001TM2A24,AM41FPNORYU1S,J. Steinberg,2,3,1,1326931200,Worst Shipping EVER,"I love Weruva for my dogs, let me say that up front. I ordered 2 cases of this food, and out of 24 cans FIVE were usable. The rest were so badly dented that they were opened and molded. When I tried to return it, I found that This food has a NO RETURN policy. I ended up paying more than $10.00 a can for those 5 cans. NOT ACCEPTABLE. I have been ordering my dog food through Amazon for some time, and this shipping problem is getting worse. Much of the product arrives dented, but unopened. Instead of throwing money away like this, I will pay a little more and pick it up myself! Buyers, please be aware of this NO RETURN policy!!!!"
76632,B0049ULB78,ALJ1S9LOYB08X,Kelly,0,0,5,1317254400,A welcome beacon drawing me into the kitchen.,"Ok, so let's get one thing straight. I'm addicted to coffee, but it has to be good coffee or I'll wish doom and gloom on all that cross my path. Nothing is more disappointing than going into your kitchen and realizing there is nothing really good to brew in your Keurig. I have turned into a hoarder of delicious extra bold k-cups. Lord help me if I ever run out of this stuff. Dark Magic is aptly named and eagerly consumed many times before 5AM. When you get up that early, you need great coffee.<br /><br />Now let's address rising prices. I recommend searching daily for your favorite k-cups because the prices are getting ridiculous. I picked up 24 of these for a little over 15 dollars. Yep that is expensive, but the 50 count when averaged out was even more. Coffee is much like stocks, buy low!<br /><br />Please please please, never ever change this brew! It is dark and unctuous on your tongue, it leaves this smokey afterglow in your throat and all around satisfies a person in the morning. There are not enough adjectives to tell you how good this stuff is...so I won't try."
296859,B004AC28KO,A3TB5MT5QQLIIQ,musikengel,0,0,5,1331251200,Wonderful Sparkling Beverage!!,"I love anything Black Currant and was delighted to find this sparkling juice.  It's not too sweet and has a great taste.  The bottle is really pretty too.  The price can't be beat when you have it auto-shipped once a month.  It comes out to less than $3 a bottle, which is cheaper than buying it in a store.... if you can even a find a store that stocks these."
362159,B006N3HZ6K,A1N9RHWPK4Y0S4,ds20637,1,1,5,1285804800,great coffee,"This is a great coffee for a great price. I love kcups because the brew is always perfect, and jet fuel is a very bold brew to get me going."
465504,B004OVATOI,A22XGVAAD5WCNS,Trewthe,0,0,2,1311811200,"Hey folks,  love peanuts?","You'd better if you buy these, because basically that is all it is , a congealed mass of peanuts with very little flavor and on top of all that blah-ness it's 12 grams of fat! These just aren't very good unless you are very hungry and there is nothing else around,,,and even then ,the cardboard box it arrives in might be tastier!"
35101,B001FA1LL6,A348LXR41XVVEZ,Jerry Digilio,0,0,5,1305590400,Good stuff,I use these beans in an espresso machine. I love the taste of straight espresso coffee but find that too much caffeine stresses me out. This coffee tastes great as an espresso. I subscribe to this coffee through Amazon and receive an order each month at a 15% discount with free shipping. A good deal.
